,EID
301,ENSMUSG00000001729
302,ENSMUSG00000001739
303,ENSMUSG00000001741
304,ENSMUSG00000001750
305,ENSMUSG00000001751
306,ENSMUSG00000001755
307,ENSMUSG00000001761
308,ENSMUSG00000001763
309,ENSMUSG00000001767
310,ENSMUSG00000001768
311,ENSMUSG00000001773
312,ENSMUSG00000001774
313,ENSMUSG00000001783
314,ENSMUSG00000001785
315,ENSMUSG00000001786
316,ENSMUSG00000001794
317,ENSMUSG00000001802
318,ENSMUSG00000001804
319,ENSMUSG00000001815
320,ENSMUSG00000001819
321,ENSMUSG00000001823
322,ENSMUSG00000001827
323,ENSMUSG00000001829
324,ENSMUSG00000001833
325,ENSMUSG00000001844
326,ENSMUSG00000001847
327,ENSMUSG00000001855
328,ENSMUSG00000001864
329,ENSMUSG00000001865
330,ENSMUSG00000001870
331,ENSMUSG00000001891
332,ENSMUSG00000001901
333,ENSMUSG00000001909
334,ENSMUSG00000001910
335,ENSMUSG00000001911
336,ENSMUSG00000001918
337,ENSMUSG00000001924
338,ENSMUSG00000001930
339,ENSMUSG00000001942
340,ENSMUSG00000001943
341,ENSMUSG00000001946
342,ENSMUSG00000001948
343,ENSMUSG00000001962
344,ENSMUSG00000001964
345,ENSMUSG00000001983
346,ENSMUSG00000001985
347,ENSMUSG00000001986
348,ENSMUSG00000001988
349,ENSMUSG00000001995
350,ENSMUSG00000001998
351,ENSMUSG00000001999
352,ENSMUSG00000002006
353,ENSMUSG00000002007
354,ENSMUSG00000002010
355,ENSMUSG00000002012
356,ENSMUSG00000002014
357,ENSMUSG00000002015
358,ENSMUSG00000002017
359,ENSMUSG00000002020
360,ENSMUSG00000002028
361,ENSMUSG00000002031
362,ENSMUSG00000002032
363,ENSMUSG00000002033
364,ENSMUSG00000002043
365,ENSMUSG00000002052
366,ENSMUSG00000002055
367,ENSMUSG00000002057
368,ENSMUSG00000002058
369,ENSMUSG00000002059
370,ENSMUSG00000002064
371,ENSMUSG00000002068
372,ENSMUSG00000002076
373,ENSMUSG00000002083
374,ENSMUSG00000002100
375,ENSMUSG00000002102
376,ENSMUSG00000002103
377,ENSMUSG00000002104
378,ENSMUSG00000002105
379,ENSMUSG00000002107
380,ENSMUSG00000002108
381,ENSMUSG00000002109
382,ENSMUSG00000002111
383,ENSMUSG00000002129
384,ENSMUSG00000002147
385,ENSMUSG00000002190
386,ENSMUSG00000002204
387,ENSMUSG00000002205
388,ENSMUSG00000002210
389,ENSMUSG00000002221
390,ENSMUSG00000002222
391,ENSMUSG00000002227
392,ENSMUSG00000002228
393,ENSMUSG00000002233
394,ENSMUSG00000002240
395,ENSMUSG00000002249
396,ENSMUSG00000002250
397,ENSMUSG00000002257
398,ENSMUSG00000002265
399,ENSMUSG00000002266
400,ENSMUSG00000002274
401,ENSMUSG00000002279
402,ENSMUSG00000002280
403,ENSMUSG00000002289
404,ENSMUSG00000002297
405,ENSMUSG00000002307
406,ENSMUSG00000002308
407,ENSMUSG00000002319
408,ENSMUSG00000002320
409,ENSMUSG00000002324
410,ENSMUSG00000002325
411,ENSMUSG00000002326
412,ENSMUSG00000002329
413,ENSMUSG00000002332
414,ENSMUSG00000002341
415,ENSMUSG00000002342
416,ENSMUSG00000002343
417,ENSMUSG00000002345
418,ENSMUSG00000002346
419,ENSMUSG00000002365
420,ENSMUSG00000002372
421,ENSMUSG00000002379
422,ENSMUSG00000002384
423,ENSMUSG00000002393
424,ENSMUSG00000002395
425,ENSMUSG00000002396
426,ENSMUSG00000002409
427,ENSMUSG00000002413
428,ENSMUSG00000002416
429,ENSMUSG00000002428
430,ENSMUSG00000002455
431,ENSMUSG00000002458
432,ENSMUSG00000002459
433,ENSMUSG00000002475
434,ENSMUSG00000002477
435,ENSMUSG00000002486
436,ENSMUSG00000002489
437,ENSMUSG00000002496
438,ENSMUSG00000002500
439,ENSMUSG00000002504
440,ENSMUSG00000002524
441,ENSMUSG00000002546
442,ENSMUSG00000002550
443,ENSMUSG00000002565
444,ENSMUSG00000002578
445,ENSMUSG00000002580
446,ENSMUSG00000002588
447,ENSMUSG00000002602
448,ENSMUSG00000002603
449,ENSMUSG00000002608
450,ENSMUSG00000002617
451,ENSMUSG00000002625
452,ENSMUSG00000002633
453,ENSMUSG00000002635
454,ENSMUSG00000002658
455,ENSMUSG00000002660
456,ENSMUSG00000002661
457,ENSMUSG00000002664
458,ENSMUSG00000002668
459,ENSMUSG00000002679
460,ENSMUSG00000002688
461,ENSMUSG00000002699
462,ENSMUSG00000002718
463,ENSMUSG00000002728
464,ENSMUSG00000002731
465,ENSMUSG00000002732
466,ENSMUSG00000002733
467,ENSMUSG00000002741
468,ENSMUSG00000002748
469,ENSMUSG00000002763
470,ENSMUSG00000002767
471,ENSMUSG00000002768
472,ENSMUSG00000002769
473,ENSMUSG00000002771
474,ENSMUSG00000002778
475,ENSMUSG00000002781
476,ENSMUSG00000002797
477,ENSMUSG00000002799
478,ENSMUSG00000002803
479,ENSMUSG00000002804
480,ENSMUSG00000002808
481,ENSMUSG00000002812
482,ENSMUSG00000002814
483,ENSMUSG00000002820
484,ENSMUSG00000002825
485,ENSMUSG00000002831
486,ENSMUSG00000002833
487,ENSMUSG00000002835
488,ENSMUSG00000002844
489,ENSMUSG00000002845
490,ENSMUSG00000002846
491,ENSMUSG00000002847
492,ENSMUSG00000002870
493,ENSMUSG00000002871
494,ENSMUSG00000002881
495,ENSMUSG00000002885
496,ENSMUSG00000002897
497,ENSMUSG00000002900
498,ENSMUSG00000002908
499,ENSMUSG00000002910
500,ENSMUSG00000002930
501,ENSMUSG00000002944
502,ENSMUSG00000002948
503,ENSMUSG00000002949
504,ENSMUSG00000002957
505,ENSMUSG00000002963
506,ENSMUSG00000002968
507,ENSMUSG00000002980
508,ENSMUSG00000002981
509,ENSMUSG00000002983
510,ENSMUSG00000002984
511,ENSMUSG00000002985
512,ENSMUSG00000002992
513,ENSMUSG00000002996
514,ENSMUSG00000002997
515,ENSMUSG00000003031
516,ENSMUSG00000003032
517,ENSMUSG00000003033
518,ENSMUSG00000003037
519,ENSMUSG00000003038
520,ENSMUSG00000003039
521,ENSMUSG00000003051
522,ENSMUSG00000003053
523,ENSMUSG00000003062
524,ENSMUSG00000003068
525,ENSMUSG00000003070
526,ENSMUSG00000003072
527,ENSMUSG00000003099
528,ENSMUSG00000003119
529,ENSMUSG00000003123
530,ENSMUSG00000003131
531,ENSMUSG00000003134
532,ENSMUSG00000003135
533,ENSMUSG00000003153
534,ENSMUSG00000003154
535,ENSMUSG00000003161
536,ENSMUSG00000003166
537,ENSMUSG00000003184
538,ENSMUSG00000003190
539,ENSMUSG00000003198
540,ENSMUSG00000003199
541,ENSMUSG00000003200
542,ENSMUSG00000003206
543,ENSMUSG00000003208
544,ENSMUSG00000003226
545,ENSMUSG00000003227
546,ENSMUSG00000003228
547,ENSMUSG00000003233
548,ENSMUSG00000003234
549,ENSMUSG00000003235
550,ENSMUSG00000003269
551,ENSMUSG00000003271
552,ENSMUSG00000003273
553,ENSMUSG00000003279
554,ENSMUSG00000003282
555,ENSMUSG00000003283
556,ENSMUSG00000003299
557,ENSMUSG00000003308
558,ENSMUSG00000003309
559,ENSMUSG00000003316
560,ENSMUSG00000003341
561,ENSMUSG00000003344
562,ENSMUSG00000003345
563,ENSMUSG00000003346
564,ENSMUSG00000003348
565,ENSMUSG00000003352
566,ENSMUSG00000003354
567,ENSMUSG00000003355
568,ENSMUSG00000003360
569,ENSMUSG00000003363
570,ENSMUSG00000003378
571,ENSMUSG00000003379
572,ENSMUSG00000003380
573,ENSMUSG00000003382
574,ENSMUSG00000003402
575,ENSMUSG00000003410
576,ENSMUSG00000003411
577,ENSMUSG00000003418
578,ENSMUSG00000003420
579,ENSMUSG00000003421
580,ENSMUSG00000003423
581,ENSMUSG00000003429
582,ENSMUSG00000003435
583,ENSMUSG00000003436
584,ENSMUSG00000003437
585,ENSMUSG00000003438
586,ENSMUSG00000003444
587,ENSMUSG00000003452
588,ENSMUSG00000003458
589,ENSMUSG00000003464
590,ENSMUSG00000003469
591,ENSMUSG00000003476
592,ENSMUSG00000003477
593,ENSMUSG00000003484
594,ENSMUSG00000003500
595,ENSMUSG00000003505
596,ENSMUSG00000003518
597,ENSMUSG00000003526
598,ENSMUSG00000003527
599,ENSMUSG00000003528
600,ENSMUSG00000003531
601,ENSMUSG00000003534
602,ENSMUSG00000003541
603,ENSMUSG00000003545
604,ENSMUSG00000003546
605,ENSMUSG00000003549
606,ENSMUSG00000003555
607,ENSMUSG00000003559
608,ENSMUSG00000003573
609,ENSMUSG00000003575
610,ENSMUSG00000003581
611,ENSMUSG00000003585
612,ENSMUSG00000003604
613,ENSMUSG00000003617
614,ENSMUSG00000003623
615,ENSMUSG00000003644
616,ENSMUSG00000003657
617,ENSMUSG00000003660
618,ENSMUSG00000003662
619,ENSMUSG00000003665
620,ENSMUSG00000003680
621,ENSMUSG00000003721
622,ENSMUSG00000003731
623,ENSMUSG00000003746
624,ENSMUSG00000003752
625,ENSMUSG00000003762
626,ENSMUSG00000003778
627,ENSMUSG00000003779
628,ENSMUSG00000003808
629,ENSMUSG00000003809
630,ENSMUSG00000003810
631,ENSMUSG00000003812
632,ENSMUSG00000003813
633,ENSMUSG00000003814
634,ENSMUSG00000003824
635,ENSMUSG00000003847
636,ENSMUSG00000003848
637,ENSMUSG00000003849
638,ENSMUSG00000003863
639,ENSMUSG00000003865
640,ENSMUSG00000003868
641,ENSMUSG00000003872
642,ENSMUSG00000003873
643,ENSMUSG00000003882
644,ENSMUSG00000003923
645,ENSMUSG00000003929
646,ENSMUSG00000003934
647,ENSMUSG00000003948
648,ENSMUSG00000003949
649,ENSMUSG00000003955
650,ENSMUSG00000003970
651,ENSMUSG00000003974
652,ENSMUSG00000003992
653,ENSMUSG00000004018
654,ENSMUSG00000004031
655,ENSMUSG00000004032
656,ENSMUSG00000004035
657,ENSMUSG00000004038
658,ENSMUSG00000004040
659,ENSMUSG00000004043
660,ENSMUSG00000004044
661,ENSMUSG00000004054
662,ENSMUSG00000004056
663,ENSMUSG00000004069
664,ENSMUSG00000004070
665,ENSMUSG00000004071
666,ENSMUSG00000004085
667,ENSMUSG00000004096
668,ENSMUSG00000004098
669,ENSMUSG00000004099
670,ENSMUSG00000004100
671,ENSMUSG00000004105
672,ENSMUSG00000004110
673,ENSMUSG00000004113
674,ENSMUSG00000004127
675,ENSMUSG00000004151
676,ENSMUSG00000004187
677,ENSMUSG00000004207
678,ENSMUSG00000004221
679,ENSMUSG00000004231
680,ENSMUSG00000004233
681,ENSMUSG00000004263
682,ENSMUSG00000004264
683,ENSMUSG00000004266
684,ENSMUSG00000004267
685,ENSMUSG00000004268
686,ENSMUSG00000004270
687,ENSMUSG00000004285
688,ENSMUSG00000004296
689,ENSMUSG00000004317
690,ENSMUSG00000004319
691,ENSMUSG00000004328
692,ENSMUSG00000004341
693,ENSMUSG00000004344
694,ENSMUSG00000004347
695,ENSMUSG00000004356
696,ENSMUSG00000004359
697,ENSMUSG00000004360
698,ENSMUSG00000004364
699,ENSMUSG00000004366
700,ENSMUSG00000004371
701,ENSMUSG00000004383
702,ENSMUSG00000004393
703,ENSMUSG00000004394
704,ENSMUSG00000004415
705,ENSMUSG00000004446
706,ENSMUSG00000004451
707,ENSMUSG00000004455
708,ENSMUSG00000004460
709,ENSMUSG00000004462
710,ENSMUSG00000004473
711,ENSMUSG00000004500
712,ENSMUSG00000004508
713,ENSMUSG00000004530
714,ENSMUSG00000004535
715,ENSMUSG00000004540
716,ENSMUSG00000004542
717,ENSMUSG00000004552
718,ENSMUSG00000004558
719,ENSMUSG00000004561
720,ENSMUSG00000004562
721,ENSMUSG00000004565
722,ENSMUSG00000004567
723,ENSMUSG00000004568
724,ENSMUSG00000004591
725,ENSMUSG00000004609
726,ENSMUSG00000004610
727,ENSMUSG00000004612
728,ENSMUSG00000004626
729,ENSMUSG00000004630
730,ENSMUSG00000004631
731,ENSMUSG00000004633
732,ENSMUSG00000004637
733,ENSMUSG00000004642
734,ENSMUSG00000004651
735,ENSMUSG00000004654
736,ENSMUSG00000004655
737,ENSMUSG00000004661
738,ENSMUSG00000004665
739,ENSMUSG00000004667
740,ENSMUSG00000004668
741,ENSMUSG00000004677
742,ENSMUSG00000004698
743,ENSMUSG00000004707
744,ENSMUSG00000004709
745,ENSMUSG00000004730
746,ENSMUSG00000004748
747,ENSMUSG00000004768
748,ENSMUSG00000004771
749,ENSMUSG00000004788
750,ENSMUSG00000004789
751,ENSMUSG00000004791
752,ENSMUSG00000004798
753,ENSMUSG00000004814
754,ENSMUSG00000004815
755,ENSMUSG00000004821
756,ENSMUSG00000004837
757,ENSMUSG00000004842
758,ENSMUSG00000004843
759,ENSMUSG00000004846
760,ENSMUSG00000004849
761,ENSMUSG00000004864
762,ENSMUSG00000004865
763,ENSMUSG00000004872
764,ENSMUSG00000004880
765,ENSMUSG00000004885
766,ENSMUSG00000004891
767,ENSMUSG00000004892
768,ENSMUSG00000004894
769,ENSMUSG00000004895
770,ENSMUSG00000004896
771,ENSMUSG00000004897
772,ENSMUSG00000004902
773,ENSMUSG00000004929
774,ENSMUSG00000004931
775,ENSMUSG00000004933
776,ENSMUSG00000004934
777,ENSMUSG00000004936
778,ENSMUSG00000004937
779,ENSMUSG00000004939
780,ENSMUSG00000004945
781,ENSMUSG00000004947
782,ENSMUSG00000004948
783,ENSMUSG00000004951
784,ENSMUSG00000004952
785,ENSMUSG00000004961
786,ENSMUSG00000004980
787,ENSMUSG00000004988
788,ENSMUSG00000004994
789,ENSMUSG00000004996
790,ENSMUSG00000005034
791,ENSMUSG00000005043
792,ENSMUSG00000005045
793,ENSMUSG00000005054
794,ENSMUSG00000005057
795,ENSMUSG00000005069
796,ENSMUSG00000005078
797,ENSMUSG00000005087
798,ENSMUSG00000005089
799,ENSMUSG00000005102
800,ENSMUSG00000005103
801,ENSMUSG00000005107
802,ENSMUSG00000005124
803,ENSMUSG00000005125
804,ENSMUSG00000005131
805,ENSMUSG00000005142
806,ENSMUSG00000005148
807,ENSMUSG00000005150
808,ENSMUSG00000005161
809,ENSMUSG00000005198
810,ENSMUSG00000005202
811,ENSMUSG00000005204
812,ENSMUSG00000005220
813,ENSMUSG00000005225
814,ENSMUSG00000005232
815,ENSMUSG00000005233
816,ENSMUSG00000005237
817,ENSMUSG00000005251
818,ENSMUSG00000005262
819,ENSMUSG00000005267
820,ENSMUSG00000005268
821,ENSMUSG00000005299
822,ENSMUSG00000005312
823,ENSMUSG00000005320
824,ENSMUSG00000005338
825,ENSMUSG00000005339
826,ENSMUSG00000005354
827,ENSMUSG00000005355
828,ENSMUSG00000005357
829,ENSMUSG00000005360
830,ENSMUSG00000005362
831,ENSMUSG00000005364
832,ENSMUSG00000005370
833,ENSMUSG00000005371
834,ENSMUSG00000005373
835,ENSMUSG00000005374
836,ENSMUSG00000005378
837,ENSMUSG00000005397
838,ENSMUSG00000005410
839,ENSMUSG00000005413
840,ENSMUSG00000005417
841,ENSMUSG00000005442
842,ENSMUSG00000005447
843,ENSMUSG00000005465
844,ENSMUSG00000005469
845,ENSMUSG00000005470
846,ENSMUSG00000005474
847,ENSMUSG00000005481
848,ENSMUSG00000005483
849,ENSMUSG00000005493
850,ENSMUSG00000005501
851,ENSMUSG00000005503
852,ENSMUSG00000005505
853,ENSMUSG00000005506
854,ENSMUSG00000005510
855,ENSMUSG00000005514
856,ENSMUSG00000005533
857,ENSMUSG00000005534
858,ENSMUSG00000005540
859,ENSMUSG00000005547
860,ENSMUSG00000005553
861,ENSMUSG00000005566
862,ENSMUSG00000005575
863,ENSMUSG00000005580
864,ENSMUSG00000005583
865,ENSMUSG00000005609
866,ENSMUSG00000005610
867,ENSMUSG00000005611
868,ENSMUSG00000005615
869,ENSMUSG00000005621
870,ENSMUSG00000005625
871,ENSMUSG00000005628
872,ENSMUSG00000005640
873,ENSMUSG00000005649
874,ENSMUSG00000005656
875,ENSMUSG00000005667
876,ENSMUSG00000005672
877,ENSMUSG00000005674
878,ENSMUSG00000005677
879,ENSMUSG00000005681
880,ENSMUSG00000005682
881,ENSMUSG00000005683
882,ENSMUSG00000005686
883,ENSMUSG00000005687
884,ENSMUSG00000005696
885,ENSMUSG00000005698
886,ENSMUSG00000005699
887,ENSMUSG00000005705
888,ENSMUSG00000005716
889,ENSMUSG00000005718
890,ENSMUSG00000005732
891,ENSMUSG00000005763
892,ENSMUSG00000005774
893,ENSMUSG00000005779
894,ENSMUSG00000005800
895,ENSMUSG00000005802
896,ENSMUSG00000005803
897,ENSMUSG00000005804
898,ENSMUSG00000005813
899,ENSMUSG00000005823
900,ENSMUSG00000005824
901,ENSMUSG00000005836
902,ENSMUSG00000005846
903,ENSMUSG00000005864
904,ENSMUSG00000005871
905,ENSMUSG00000005873
906,ENSMUSG00000005881
907,ENSMUSG00000005882
908,ENSMUSG00000005883
909,ENSMUSG00000005886
910,ENSMUSG00000005891
911,ENSMUSG00000005892
912,ENSMUSG00000005893
913,ENSMUSG00000005897
914,ENSMUSG00000005899
915,ENSMUSG00000005907
916,ENSMUSG00000005917
917,ENSMUSG00000005936
918,ENSMUSG00000005947
919,ENSMUSG00000005949
920,ENSMUSG00000005950
921,ENSMUSG00000005951
922,ENSMUSG00000005952
923,ENSMUSG00000005958
924,ENSMUSG00000005968
925,ENSMUSG00000005973
926,ENSMUSG00000005980
927,ENSMUSG00000005981
928,ENSMUSG00000005982
929,ENSMUSG00000005983
930,ENSMUSG00000005986
931,ENSMUSG00000005994
932,ENSMUSG00000006005
933,ENSMUSG00000006007
934,ENSMUSG00000006010
935,ENSMUSG00000006014
936,ENSMUSG00000006019
937,ENSMUSG00000006021
938,ENSMUSG00000006024
939,ENSMUSG00000006050
940,ENSMUSG00000006056
941,ENSMUSG00000006057
942,ENSMUSG00000006058
943,ENSMUSG00000006095
944,ENSMUSG00000006127
945,ENSMUSG00000006134
946,ENSMUSG00000006143
947,ENSMUSG00000006154
948,ENSMUSG00000006169
949,ENSMUSG00000006179
950,ENSMUSG00000006191
951,ENSMUSG00000006200
952,ENSMUSG00000006204
953,ENSMUSG00000006205
954,ENSMUSG00000006215
955,ENSMUSG00000006216
956,ENSMUSG00000006218
957,ENSMUSG00000006219
958,ENSMUSG00000006221
959,ENSMUSG00000006235
960,ENSMUSG00000006241
961,ENSMUSG00000006262
962,ENSMUSG00000006269
963,ENSMUSG00000006270
964,ENSMUSG00000006273
965,ENSMUSG00000006276
966,ENSMUSG00000006281
967,ENSMUSG00000006288
968,ENSMUSG00000006289
969,ENSMUSG00000006299
970,ENSMUSG00000006301
971,ENSMUSG00000006304
972,ENSMUSG00000006307
973,ENSMUSG00000006310
974,ENSMUSG00000006311
975,ENSMUSG00000006313
976,ENSMUSG00000006315
977,ENSMUSG00000006333
978,ENSMUSG00000006335
979,ENSMUSG00000006342
980,ENSMUSG00000006344
981,ENSMUSG00000006345
982,ENSMUSG00000006356
983,ENSMUSG00000006360
984,ENSMUSG00000006362
985,ENSMUSG00000006369
986,ENSMUSG00000006373
987,ENSMUSG00000006378
988,ENSMUSG00000006386
989,ENSMUSG00000006389
990,ENSMUSG00000006390
991,ENSMUSG00000006392
992,ENSMUSG00000006398
993,ENSMUSG00000006403
994,ENSMUSG00000006411
995,ENSMUSG00000006412
996,ENSMUSG00000006418
997,ENSMUSG00000006423
998,ENSMUSG00000006435
