,addl_dataset,hidden_layers,latent_dim,learning_rate,cov_embed_dim,max_epochs,layers,dropout_rate,kl_divergence_weight,weight_decay,seed,r2_dbdb,shared_top_genes_dbdb,scores_corr_dbdb,pvals_adj_corr_dbdb,scores_ranks_corr_dbdb,shared_top_genes_dbdb_pancreatic_A_cell,scores_corr_dbdb_pancreatic_A_cell,pvals_adj_corr_dbdb_pancreatic_A_cell,scores_ranks_corr_dbdb_pancreatic_A_cell,shared_top_genes_dbdb_pancreatic_D_cell,scores_corr_dbdb_pancreatic_D_cell,pvals_adj_corr_dbdb_pancreatic_D_cell,scores_ranks_corr_dbdb_pancreatic_D_cell,shared_top_genes_dbdb_type_B_pancreatic_cell,scores_corr_dbdb_type_B_pancreatic_cell,pvals_adj_corr_dbdb_type_B_pancreatic_cell,scores_ranks_corr_dbdb_type_B_pancreatic_cell,r2_mSTZ,shared_top_genes_mSTZ,scores_corr_mSTZ,pvals_adj_corr_mSTZ,scores_ranks_corr_mSTZ,shared_top_genes_mSTZ_pancreatic_A_cell,scores_corr_mSTZ_pancreatic_A_cell,pvals_adj_corr_mSTZ_pancreatic_A_cell,scores_ranks_corr_mSTZ_pancreatic_A_cell,shared_top_genes_mSTZ_pancreatic_D_cell,scores_corr_mSTZ_pancreatic_D_cell,pvals_adj_corr_mSTZ_pancreatic_D_cell,scores_ranks_corr_mSTZ_pancreatic_D_cell,shared_top_genes_mSTZ_type_B_pancreatic_cell,scores_corr_mSTZ_type_B_pancreatic_cell,pvals_adj_corr_mSTZ_type_B_pancreatic_cell,scores_ranks_corr_mSTZ_type_B_pancreatic_cell
78,random_mouse_seed_43_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,44,0.8621497629583448,0.273,0.08679170876387167,-0.01579944198661257,0.19248833960981548,0.47,0.18095910418258687,0.007578028482934116,0.3638513564279285,0.484,0.2413523054341627,-0.02223929147134128,0.3727990014221112,0.28,0.20348083161407973,-0.03864680240747844,0.2066814189646021,0.8727602978497978,0.213,0.050838496222494305,-0.0812501679067211,0.1287944898660544,0.442,0.12242660717484705,0.09474084101698879,0.19941655326850588,0.392,0.09658176447146236,0.032146845463297165,0.104457522273058,0.266,0.1439321237971426,-0.04165346826659297,0.15170194885577207
79,embedding_top100_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,43,0.8036982190291376,0.281,0.10079693907124337,-0.042920178920413374,0.23014746157194013,0.472,0.21608808908206406,-0.05216795927604251,0.3534904383878264,0.484,0.2125788170603461,0.01295305220526552,0.3506696491855166,0.253,0.1357940772348073,-0.008872549108441328,0.17088210920912322,0.7735718946302201,0.236,0.05665539154250877,-0.03531880922290612,0.14317144079682675,0.448,0.14245943297478286,-0.02164640229045116,0.2370975463441718,0.391,0.03378923312971674,0.0840796122088015,0.06494857032761892,0.243,0.07640890428228465,-0.028897808843095014,0.08885208053912005
80,random_mouse_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,42,0.7460371873158922,0.302,0.09222577099064405,-0.03172138988432271,0.2045661276184586,0.508,0.22131357824209583,-0.02759127071471677,0.430518125613125,0.495,0.2525886854539256,-0.0015437683731348122,0.3624315558257284,0.286,0.11691935126104074,-0.028264609124898095,0.21393717043746333,0.8393002652746131,0.24,0.06587312462831613,-0.06793169664805888,0.17703902544878058,0.447,0.14215415031429202,0.02056013646693175,0.24676287630698623,0.396,0.09324895641973997,0.0710094981762076,0.08725424702824966,0.302,0.058321597105613264,-0.0043744073976606426,0.1748742487638054
81,extra_human_chem_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,43,0.6897449765786897,0.289,0.049439132091533326,-0.041648903037919266,0.14444701027189003,0.505,0.22228798416566278,-0.04570322730808163,0.4227622203069133,0.493,0.20822077594335203,0.0033071516956547494,0.34470158007795326,0.264,0.08187458593885741,-0.040219763326411195,0.14599346288816253,0.7238093239995147,0.214,0.018731439010436755,-0.04937375030117289,0.05104329278258809,0.454,0.11615704880707617,-0.03140513164269327,0.18393054977006104,0.383,0.0811373113417598,0.053919626890496286,0.07529637281070808,0.223,0.03046272187773403,-0.0040826705891101045,0.05684466631607403
82,embedding_top70_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.001,44,0.7598920527187447,0.292,0.05091687862595958,-0.02742591539664018,0.16026568047396447,0.5,0.22110708923822397,-0.06746843988216947,0.3858269344252149,0.49,0.2667461426855512,-0.036873166593760304,0.36635249715027746,0.281,0.0527473652969697,-0.028144785495863058,0.14231626781291862,0.9108169907607858,0.216,0.03302353299664467,-0.055265623066527894,0.11833981581553508,0.453,0.16467496603428472,0.003452424453394367,0.21613403023711442,0.407,0.15730330432445622,0.022112999404716963,0.12743777282641916,0.222,0.005368277082667801,-0.06068469574653709,0.04509299878811096
83,extra_human_neonatal_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,42,0.7207601515558981,0.327,0.00019632374615806032,0.016629677491545227,0.12689518032168667,0.395,0.09030252153441165,-0.014840594770004196,0.2650945565660618,0.385,0.11791133747778013,-0.010236417307346495,0.22514719168302125,0.334,-0.007337435467175655,0.027071133719883216,0.1357312853034761,0.7390300619298732,0.279,-0.002983446718838525,0.008262251307077674,0.04469022496558055,0.342,0.08058018058967183,0.004602368111105502,0.11490343410038155,0.313,0.07157617966597538,0.017077276170990835,0.0284720178302242,0.288,-0.0127836843751428,0.001109187487611901,0.055536300837366756
84,embedding_top70_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.0001,44,0.7678530214675248,0.295,0.05227725548638598,-0.03210897258760852,0.15333343437038158,0.495,0.21962889381295062,-0.07002629869053877,0.3730568698952077,0.488,0.26634758398218783,-0.03440688612271288,0.3614096183788464,0.29,0.054491817307094834,-0.03329351130059263,0.1351890101321122,0.9072946858996537,0.227,0.03704592323246314,-0.016764128759556317,0.1149084696564966,0.452,0.16448078809857244,0.03014794673780655,0.22016332801814753,0.411,0.1582095596408619,0.054507467149337914,0.1350216172246241,0.232,0.0069288932901616545,-0.06237068011235261,0.04098742144304682
85,embedding_top50_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.001,44,0.5942137669600347,0.282,0.06494703727284655,-0.033757068504849795,0.1458811944312438,0.485,0.21791345666375708,-0.034322794256494614,0.3782402446933605,0.487,0.25433700792281844,-0.017435792911231887,0.3634374781597198,0.266,0.07738260736730782,-0.04053390625005669,0.14978733130970343,0.7176720597327289,0.217,0.04313990670530524,-0.04974890383318078,0.06852965250329471,0.447,0.18024718993428812,-0.03456961668361944,0.2562571306952367,0.399,0.1118305922022401,-0.023769215166508716,0.09540246482249608,0.23,0.028342078113091237,-0.06265837578068063,0.04453880983764553
86,embedding_top70_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,44,0.7515130658245375,0.286,0.042031676498920936,-0.0390751234593192,0.15303777967086438,0.483,0.2094957384435176,-0.05025932282987663,0.34523776769308523,0.488,0.26179923915621345,-0.02431836850531466,0.3596690781854531,0.28,0.04957724485623718,-0.043442715230997526,0.14893019121446568,0.9112905491208333,0.211,0.019247505906539255,-0.07695631193245255,0.1274904914989435,0.446,0.15169940403299292,0.008231402883717853,0.2423758909306545,0.408,0.12641308836358756,-0.0036209299078483258,0.11360861351206815,0.231,-0.008192567794811676,-0.07122264147525112,0.04619397624377513
87,extra_human_neonatal_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,44,0.7427444342505831,0.306,-0.0015852754782207296,0.04334480370767695,0.11789169754352194,0.464,0.08266829606371832,0.015414649511519806,0.32372970085885566,0.446,0.13915905742126142,0.01604967510518685,0.26245820738424525,0.298,-0.009561270198460715,0.01904790824845426,0.15430983625664846,0.7322269291203125,0.286,-0.0040538847213458795,0.01800544122248683,0.1179325517702835,0.346,0.0840405579019012,-0.008075040343816979,0.10025429780603308,0.328,0.05632802531577192,0.0038113850482793974,0.010783812309312479,0.286,-0.011797469959120158,0.016521603896901136,0.09441828960203215
88,random_mouse_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,43,0.7928189743580825,0.266,0.07260561527580618,-0.011279990170246315,0.18010058045562002,0.491,0.24070118794916615,-0.06540985778394269,0.39041049537894384,0.489,0.22178495431905124,-0.021713104155266307,0.3643338867037651,0.252,0.05703482232607416,-0.05009848171137215,0.17652375828041755,0.7405432944723258,0.256,0.06717494491790725,-0.043281801194826545,0.14933277303697476,0.448,0.144923719498526,-0.011198081606787256,0.23933567148174126,0.395,0.07768333222332373,0.016252173923805527,0.07577210753023417,0.254,0.05293211346552834,-0.02654887429407468,0.1271603492400388
89,extra_mouse_young_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,43,0.6726902945904674,0.311,-0.0011726901777647366,0.053529514684585514,0.1121738217970913,0.484,0.08471069271005595,0.06504602232962861,0.3672724261413806,0.488,0.14931956249169878,0.028908710374955706,0.3148888825432092,0.314,-0.008133446503772707,0.07310046904004994,0.15775660375073372,0.7714886099548788,0.256,-0.00788596502631888,0.021557839517986323,-0.01573578708175412,0.429,0.07263089169537766,0.09879262554921145,0.18936466104051786,0.411,0.061545109211008794,0.07863981554347613,0.10685871987319108,0.271,-0.018261185860127222,0.029482380435929233,0.07962063640229292
90,extra_human_chem_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,44,-0.7878676788824635,0.317,-0.00100337009882292,-0.015795953081671234,0.08708910567656727,0.388,0.09454530468406334,-0.018527050235724152,0.1848520769835641,0.363,0.09796347103902159,0.005962853551632011,0.15822559091395452,0.319,-0.006226181249646974,-0.03947563725654316,0.08288468920940989,-0.8633939633090164,0.313,-0.002866167283435151,0.01997634333158682,0.07527954391994932,0.341,0.07484972586956475,-0.012457293746108484,0.0971440379048931,0.327,0.08528122091007147,-0.01403608482793218,0.03538091059787895,0.3,-0.008331013136629335,-0.0005899586699970731,0.047693222188135785
91,embedding_top100_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,42,0.8853365248601386,0.29,0.11311263039659658,-0.016409086264870948,0.26714843323871473,0.508,0.20023583030515957,-0.0568370774062496,0.43134402970489205,0.481,0.18868474657944895,0.06560860169468676,0.3138138313126479,0.273,0.14339864374783964,-0.03434829230456698,0.21725798236199803,0.9479369183291566,0.238,0.06141433614503382,-0.05735844664482906,0.2388380003153333,0.451,0.13521678578064042,0.011934989966407003,0.23542414838046088,0.402,0.10506250391045016,0.09062446636687359,0.12551587572398618,0.257,0.06206562783240499,-0.023252062480614826,0.12867228629692068
92,random_human_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,44,0.7934414672076617,0.304,0.04376185679028733,-0.032482110641307,0.21221965069107226,0.525,0.17399480380187865,-0.1031554347187772,0.43427585314176137,0.489,0.22271668470948172,-0.014112291171431854,0.30947766194196236,0.262,-0.0009658168581316426,-0.03333187927153036,0.11183076664786294,0.9202657326261416,0.234,0.016955593839397338,-0.052394468196555015,0.16615682290631364,0.462,0.10465355133945665,-0.012780523718169793,0.1684507044945227,0.399,0.14747129392689676,0.02318826155539636,0.19767950774216753,0.216,-0.018874250324602795,-0.08664443091898766,0.0002260755806750645
93,random_mouse_seed_43_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,44,0.8701094274456094,0.279,0.06159241334001559,-0.04668966434650639,0.1852991956999106,0.473,0.17983650729662234,-0.031284946243271154,0.3709387341043037,0.492,0.24590335594338028,-0.051210230567049396,0.37589868887763206,0.281,0.18006567297184084,-0.028200921181675862,0.19889644832182757,0.8458224862720514,0.213,0.024296902663457343,-0.07123801146669037,0.08796178799575421,0.441,0.10761091441072261,0.035990533039942284,0.17334248503805388,0.405,0.09912921719942187,-0.014709970457953836,0.09341084593453843,0.24,0.09717318078417773,-0.020438388501423148,0.11961288306809809
94,embedding_top70_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,42,0.8376998400965296,0.287,0.1172847434722238,-0.024529580062587986,0.22420279646697736,0.494,0.19569573242683633,-0.04490519603805852,0.4363512009279112,0.5,0.16953752548340634,-0.01618945924991835,0.2803078964786551,0.249,0.09280852599475028,-0.033542760639872896,0.1552087470231941,0.9307846049352579,0.231,0.06199423439225427,-0.06723147060282654,0.15738476548719615,0.455,0.13522104136215535,-0.00199513173393149,0.2456203939578215,0.402,0.09627786871183654,0.08045122591583281,0.18606547534060833,0.236,0.015130545587467759,-0.02999617985060706,0.06975280286142252
95,extra_human_preT2D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,43,-1.047299817904193,0.337,0.0027799356180980045,-0.005992178919804034,0.08604793356088149,0.389,0.07769983274456792,-0.01353390743723609,0.18124092724899188,0.372,0.09809660274778781,-0.00016163784639476776,0.1612527970280885,0.341,-0.008057948814308678,0.005247590902018328,0.0883613973734886,-1.1381853403863023,0.316,0.0036768274508139596,0.03995351493945011,0.06259752206639134,0.339,0.060271591306760554,0.004021114172055387,0.09001541489060164,0.323,0.0786246260099068,0.005165443160290003,0.0114570474952275,0.321,-0.00830667016126607,0.007825645528488393,0.05463746918194101
96,embedding_top30_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,42,0.8117422191085253,0.287,0.0829956103311349,-0.028154286215959546,0.18438139426459935,0.476,0.23174968129457713,-0.023933935395794765,0.37193001288111244,0.498,0.275173810282075,-0.020759776422867086,0.3673081417009046,0.301,0.0720048785399039,-0.049177190014019906,0.26304034922670544,0.8267085744261071,0.24,0.08400849702100308,-0.06610589776020347,0.12045339605037733,0.444,0.1459653453100985,0.02793557681731998,0.24775514530612722,0.398,0.1322838764756388,0.05872823655382524,0.11853040161448905,0.286,0.05072394860678129,-0.023819756958814654,0.17126627725180857
97,embedding_top70_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.0001,42,0.7873956738743203,0.282,0.0021133920897076636,-0.0392982817947288,0.07565873862874872,0.476,0.18964797307437983,-0.031932920122500034,0.3410308476700941,0.499,0.1917325573451714,-0.025880542036811494,0.2907801603089067,0.257,0.04055695435896279,-0.03378351256127185,0.12121992546888058,0.8287318670275953,0.211,-0.018649161778601472,-0.08993047132436863,0.0008045009782778863,0.44,0.1200816817016012,0.05752861817652351,0.20879408986600995,0.396,0.08279542738056199,0.048682157259362834,0.13621188180132018,0.226,0.004200419861944907,-0.06330854946779599,0.04652245894693987
98,extra_mouse_chem_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.001,44,0.6966033428891849,0.273,6.470097204033932e-05,-0.06033675780146652,0.1399830004425556,0.482,0.20630442156010967,-0.026647452295863277,0.41192835688092844,0.481,0.24031053112921072,0.000134781361143148,0.3364358440484271,0.244,-0.010765356794165232,-0.04492463160973874,0.1589888794432088,0.5800145776259809,0.188,-0.014265588810144085,-0.04847227321503487,-0.06770471552274616,0.441,0.16677780221829636,-0.023491423891167266,0.2116043790671532,0.416,0.15910524119620284,0.044697663573984726,0.11849002472111385,0.208,-0.02551699089333632,-0.059437920704335574,0.020684908076100895
99,extra_mouse_T1D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,43,0.7057001115224693,0.288,0.07415193015578754,-0.026750780801813676,0.16871538852393203,0.513,0.21756014519643885,-0.05490916580186303,0.4260161513351278,0.475,0.22376094547387357,-0.016396889346806835,0.36539368059929783,0.254,0.07267742514792457,-0.00477911691697733,0.14028973603219286,0.7682939486983372,0.241,0.05621760293624555,-0.037332987637364,0.1384585420509491,0.456,0.1279517005008467,-0.025338369996934406,0.234113309123701,0.391,0.07853297861833237,0.05672300865719555,0.08613261001473443,0.236,0.03520475843268522,-0.01098723613474648,0.06960837573426397
100,embedding_top30_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,44,0.670383990818179,0.284,0.14767041344720122,-0.015927183824172818,0.19610055112228345,0.513,0.25002082867368774,-0.05440188203465899,0.4539178664353185,0.499,0.2531358727834644,-0.022751707033252137,0.3946751647416849,0.299,0.07373261872818791,-0.040098969449371434,0.23571410485712274,0.7424023627543297,0.223,0.1080515937296667,-0.05695269798178143,0.11392015443557271,0.45,0.1431109427379825,-0.06929173979541871,0.23096674877408313,0.392,0.1127249847964761,0.004722953424538831,0.1037094146343794,0.273,0.02330916147793972,-0.04599928178671801,0.14821074446786048
101,train_adata_baseline_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,42,0.8149983414295923,0.273,0.03072803855227216,-0.049780967880916106,0.13379373397708152,0.517,0.21869947733814002,-0.048575216719937094,0.42639142959904763,0.492,0.26344287286308227,-0.015994519003006517,0.37719782368864707,0.253,-0.0019390241382130243,-0.036105554271473224,0.12043740271526696,0.8164093252035198,0.213,0.016615950020259278,-0.07096307261883048,0.06344833016092558,0.451,0.12956983250923576,-0.030311839218123384,0.20628963180995905,0.391,0.10481364471661857,0.04581548441362861,0.08673891363765705,0.247,-0.011824299059638997,-0.08035633674591725,0.07898409633156625
102,embedding_top30_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,42,0.8381721644528288,0.29,0.04814977330565202,-0.04533621752125237,0.1789551758839084,0.475,0.22196964197949673,-0.04035889164441286,0.3745064749451638,0.502,0.2470828847966959,0.018772401911802194,0.3678631950959105,0.28,0.051146437416225134,-0.02710158817504627,0.2607394151932683,0.8403141353898123,0.235,0.04245934344104496,-0.06179542425427005,0.1071866652429628,0.443,0.1334116342247038,0.027746903173018294,0.23530233547803725,0.392,0.11147640642299342,0.06503771638152983,0.11491433454603715,0.272,0.03074835018878418,0.009538054696759954,0.15511122301235808
103,extra_human_preT2D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,42,0.8457921400643897,0.288,0.07691814666804375,-0.040694084684076204,0.21479429586603285,0.495,0.2052927657582395,-0.04816314589404013,0.39849987805554193,0.486,0.24765690823714978,-0.021119890641245455,0.3563189778132197,0.313,0.08227473669664236,-0.03295024908193151,0.27063775762641745,0.9476872794578255,0.22,0.06734954216708022,-0.04949172533593719,0.18250935094548343,0.444,0.11008489464013337,-0.0521506111799001,0.19006509178501016,0.394,0.09803936386483468,0.01827705456757464,0.09331655970183995,0.311,0.03987053599750667,-0.030283866552657704,0.20281589720176632
104,extra_mouse_Embryonic_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,42,0.786285179256889,0.338,-0.0016435684588344487,0.02141154638689755,0.1415351619483513,0.403,0.08672047327965728,-0.009300685976634401,0.21038926559880725,0.377,0.09667463595801232,-0.010199626989913469,0.17580873642319292,0.335,-0.009874754129073019,0.012344622940670963,0.13719546146616238,0.6990943921195478,0.291,-0.00675563467177074,-0.031982713465462165,0.01517929324214369,0.316,0.056204530082278006,-0.031808011083611795,0.028890664987851665,0.295,0.060422765467590255,-0.019672617401816424,-0.0005928067325340813,0.293,-0.01599549096755778,-0.039660438454687745,0.015257371028596778
105,embedding_top50_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.0001,42,0.7554081231843726,0.275,0.0424137388636415,-0.013208818361382593,0.1445310200590022,0.475,0.1950684680194824,-0.020557433956831267,0.3919085502120611,0.495,0.25110561056783814,-0.00883472938511535,0.36892663610295956,0.257,0.10578569596754706,-0.04049999109836457,0.16831335870148428,0.7471139928076085,0.218,0.014002941844808733,-0.05314726028166102,0.07248177605353066,0.44,0.14181638008818326,0.05729048846471684,0.218889791432199,0.412,0.1294686304845816,0.011377837403367957,0.1109244341027149,0.224,0.058667949710251736,-0.018702988407925038,0.09568105463122828
106,embedding_top50_human_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,43,0.8345387070317616,0.3,0.053828115265084776,-0.03301913705519286,0.2167378631930959,0.501,0.20897362407559955,-0.09559849854162086,0.4247960449773383,0.489,0.2430588243982081,-0.04720707457887659,0.32803361422595706,0.261,0.043462771246091575,-0.03592046129372804,0.1436913564101507,0.8738847081392807,0.246,0.06283718117375373,-0.04552611013608647,0.1658568153174239,0.453,0.17403732729109178,-0.02351629666967693,0.27698393388710374,0.412,0.1549629798139807,-0.00021969979072749565,0.14766914840768314,0.245,0.03585027851080983,-0.0430339165671163,0.06698164033129336
107,random_mouse_seed_43_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,42,0.71720844819617,0.305,0.06961850753696115,-0.04648354355048858,0.2436357404039711,0.522,0.17995331142723336,-0.08145636732824127,0.411999352888817,0.499,0.17950247833269353,0.012042122200686659,0.30785158976128774,0.285,0.0439522225484451,-0.04052356070649319,0.232116961346329,0.9474016061213603,0.257,0.038578285894021784,-0.03532771659432186,0.22210610423401156,0.456,0.11207151390710983,-0.04305428358970774,0.16613491179276796,0.386,0.09922516420202822,0.04254484280993113,0.14000746977860773,0.275,-0.0017456483986104988,-0.054391702662982,0.13613980579331172
108,embedding_top30_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.0001,44,0.822357344589753,0.288,0.07153978623629072,-0.019474144290087852,0.19075505452833938,0.486,0.2205613966000523,-0.06112077949635645,0.3838691790965754,0.497,0.27900559906077643,-0.019720881158818985,0.38314854834983864,0.284,0.19317553392101103,-0.032806321090702015,0.2339135144348349,0.8196570119174664,0.224,0.0497480141797773,-0.05280187918959852,0.09991484043498226,0.448,0.14577454435768228,0.0006697722858943724,0.235571669285741,0.406,0.15929958014656886,-0.05204557843857332,0.1302702624744736,0.255,0.10926063402515136,-0.03996491896588992,0.14109571345507926
109,random_human_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,42,0.7146203274124339,0.303,0.07520474743707314,-0.029944000276432178,0.20169385218820576,0.549,0.21910499272414005,-0.035615040736563026,0.4593515439279492,0.478,0.17363682343058542,0.0025231244533637995,0.2942075491341721,0.263,-0.0077634901083378964,-0.07495006075863786,0.09666777651864182,0.7818786240601039,0.236,0.02222043293918812,-0.06317183933984886,0.08098584188731575,0.46,0.10451963598597629,-0.029729684510927494,0.15882923142547015,0.387,0.0909379787403884,0.05422910918460158,0.12161826773536308,0.227,-0.033209027825972535,-0.11599503209605781,-0.034657955406439483
110,extra_mouse_aged_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,42,0.7987000044497936,0.311,1.2857696716704583e-05,-0.01828832919891997,0.15830419581157731,0.477,0.14140984355708672,-0.04448690715813784,0.36062133384681483,0.451,0.1280395270041637,-0.01726937052047373,0.3069181092131232,0.291,-0.008990111073768589,0.004906624524041617,0.17218851468761273,0.6610599258690253,0.247,-0.008331215354825923,-0.07860540454315727,-0.04596982866331429,0.402,0.099361787262136,-0.028092583425116814,0.15131061947895771,0.387,0.11712196067886067,0.016114055789362154,0.11118124035347113,0.285,-0.01604266710265867,-0.08741635900446919,0.038598129177569905
111,extra_human_neonatal_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.4,0.005,0.0001,43,0.8392631039415602,0.296,0.08857576428607618,-0.012131577424023078,0.21620360402262265,0.529,0.2381368486380495,-0.08404067272817543,0.4475457235050804,0.482,0.20635844832156386,0.01003918238689015,0.3069587469954163,0.249,0.05035618516477668,-0.027194951189859828,0.16865642362849148,0.9088450316966428,0.207,0.042541924406780195,-0.042351558151405844,0.123646263071807,0.459,0.1336784630356778,-0.03839392781244302,0.18351406750156304,0.405,0.12734271357279775,0.04582876187189923,0.11869275941030659,0.229,0.01423099172488547,-0.0591901723588522,0.06316117368457484
112,random_human_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,44,0.7927864949064318,0.3,0.04170006126368519,-0.03967565867045354,0.2132516192501799,0.523,0.17245734237113478,-0.09688114295998844,0.4317318786368753,0.489,0.2204551587638486,-0.014368530072666032,0.3103891087099009,0.261,-0.0007822857051220042,-0.017795009815417394,0.11358869839874425,0.9213311228672989,0.233,0.014604599759801806,-0.05147944459270179,0.1672469923607769,0.462,0.10507978928467716,-0.012297673668994822,0.1723580684842298,0.399,0.14354676579024392,0.023290655440023608,0.19488414876490537,0.216,-0.018979902002568924,-0.08891855260711821,0.0003166889240765471
113,embedding_top50_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,43,0.7952309195178436,0.284,0.011451059013640918,-0.04715002761001971,0.1359481857720206,0.483,0.16208145887715394,-0.0457735586364519,0.3587401651933516,0.49,0.18813780408059896,-0.03203973898180754,0.2879311857701317,0.277,0.06931386185728432,-0.03839601213697383,0.20684048964894325,0.8444437741059868,0.231,0.06965229739623421,-0.02725270260061431,0.18471317030146334,0.457,0.10014319847500419,-0.00791038465815391,0.1639448524383169,0.379,0.054188226700907775,0.014641320197864394,0.0817789193087688,0.243,0.03669994272426804,-0.03365999897339507,0.1111482590164732
114,extra_human_preT2D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,43,0.7794454428367352,0.287,-0.0035564485415013674,0.002668254847048994,0.12872565252507248,0.467,0.10402657596033948,0.019665489849344055,0.34568284729809406,0.437,0.13932167649525748,-0.02772682387524099,0.25278140719793407,0.268,-0.011095981615800875,-0.008801836901967638,0.1520927257880806,0.7875266347493554,0.206,-0.010091702112111096,-0.041134127684966555,0.05067379896375543,0.438,0.13060989870485137,-0.01776279361426891,0.19663582140398014,0.404,0.11601586106565563,-0.03420364066646662,0.07510247901138656,0.222,-0.02122908257641035,-0.038016150814650526,0.055842531093614554
115,random_human_seed_43_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,42,0.5397604882780065,0.333,-0.002251408862377436,0.027334066199364012,0.18378843553204835,0.433,0.08238769448849825,0.028393353170286906,0.311542656838073,0.425,0.09055059604784192,0.0661832696968369,0.300931965436885,0.313,-0.008022991195774754,0.00598984862595593,0.17752147305794144,0.7209052502275448,0.253,-0.0036632251814636856,-0.024707131858146773,0.017107837900870875,0.437,0.051073928525462414,0.046070823602420825,0.18450743205638132,0.409,0.05229051331743249,0.08140062186271682,0.12336218526246502,0.263,-0.01221089466244516,0.004683969294010591,0.05602425422491713
116,extra_mouse_T1D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,42,0.6642097103091699,0.31,0.13323717749809608,-0.046323418308704185,0.24615340868371202,0.548,0.24747563286745938,-0.07340991344874914,0.4618677735408636,0.502,0.22680496954766657,0.017366879272162766,0.3601130809014534,0.294,0.07507254160622764,-0.0471810171544966,0.27545154971683883,0.8264430605933003,0.252,0.08676390484788245,-0.03419018127281555,0.17619782224420244,0.457,0.11866500324776157,-0.0034119492595245803,0.1599155146572794,0.399,0.13202867693955297,0.07726390437546744,0.1882723942524882,0.28,0.01687168671306726,-0.03457570786096645,0.18186911665212407
