,addl_dataset,hidden_layers,latent_dim,learning_rate,cov_embed_dim,max_epochs,layers,dropout_rate,kl_divergence_weight,weight_decay,seed,r2_dbdb,shared_top_genes_dbdb,scores_corr_dbdb,pvals_adj_corr_dbdb,scores_ranks_corr_dbdb,shared_top_genes_dbdb_pancreatic_A_cell,scores_corr_dbdb_pancreatic_A_cell,pvals_adj_corr_dbdb_pancreatic_A_cell,scores_ranks_corr_dbdb_pancreatic_A_cell,shared_top_genes_dbdb_pancreatic_D_cell,scores_corr_dbdb_pancreatic_D_cell,pvals_adj_corr_dbdb_pancreatic_D_cell,scores_ranks_corr_dbdb_pancreatic_D_cell,shared_top_genes_dbdb_type_B_pancreatic_cell,scores_corr_dbdb_type_B_pancreatic_cell,pvals_adj_corr_dbdb_type_B_pancreatic_cell,scores_ranks_corr_dbdb_type_B_pancreatic_cell,r2_mSTZ,shared_top_genes_mSTZ,scores_corr_mSTZ,pvals_adj_corr_mSTZ,scores_ranks_corr_mSTZ,shared_top_genes_mSTZ_pancreatic_A_cell,scores_corr_mSTZ_pancreatic_A_cell,pvals_adj_corr_mSTZ_pancreatic_A_cell,scores_ranks_corr_mSTZ_pancreatic_A_cell,shared_top_genes_mSTZ_pancreatic_D_cell,scores_corr_mSTZ_pancreatic_D_cell,pvals_adj_corr_mSTZ_pancreatic_D_cell,scores_ranks_corr_mSTZ_pancreatic_D_cell,shared_top_genes_mSTZ_type_B_pancreatic_cell,scores_corr_mSTZ_type_B_pancreatic_cell,pvals_adj_corr_mSTZ_type_B_pancreatic_cell,scores_ranks_corr_mSTZ_type_B_pancreatic_cell
11,random_mouse_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,44,0.8357335123324712,0.319,-0.002463227909038654,-0.04516488584785637,0.20809977201108573,0.514,0.1737745507118716,-0.10897571314549775,0.4056285926253991,0.497,0.13817587580600726,-0.03125636222833524,0.3681437595715288,0.296,-0.013546743267396579,-0.0855536842759616,0.1911864825762758,0.8179240261811767,0.247,-0.006824574406323723,-0.11452914001920748,0.09209224934358325,0.435,0.13401677004810789,-0.05967426301303958,0.1784107202678578,0.418,0.172238123086573,-0.039911449036665415,0.1460219260024362,0.248,-0.024900789777962715,-0.1426062565186034,0.07111884034653781
12,embedding_top70_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,43,0.8428511658153404,0.294,-0.003549804015005612,-0.05492370886264696,0.1675412715045857,0.496,0.17721925363823188,-0.050468933669143234,0.40734518303835354,0.486,0.19980696447100377,-0.018646819754683297,0.3158064684229409,0.277,-0.01511899794445024,-0.054067023210697986,0.21348393883154873,0.8465772771089664,0.231,-0.005710341794579425,-0.08484642250897775,0.05719108324345369,0.454,0.08227415234346519,-0.02620023591564983,0.17791592954621435,0.387,0.08219621477359329,-0.0018166723905399466,0.10714607057178561,0.243,-0.010959693682078291,-0.05105953119729484,0.10193503577055951
13,extra_mouse_T1D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,42,0.6991046592874375,0.292,0.031217694744803876,-0.03758342292672368,0.14086971031885667,0.501,0.19934788837366266,-0.03185800027157608,0.42179233931025983,0.459,0.179301066650246,-0.01424044076807807,0.360624495624944,0.249,0.020674444223981365,-0.041306932738988195,0.11649114049901561,0.8032076911659365,0.231,0.017458319343651014,-0.05762523931914776,0.10354865861651762,0.456,0.09358866730768972,0.043960274751282495,0.22715211679467961,0.346,0.033598504207982584,0.01406471488148605,0.06213394201488243,0.218,-0.005185561888230382,-0.028486371914914328,0.054739122526569164
14,extra_human_preT2D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.001,44,0.7914924120469297,0.285,-0.00017579397471662825,-0.01383977040680647,0.15133706037078448,0.461,0.11332670932758113,-0.002682745671379868,0.3569684467742718,0.448,0.13221070947820251,-0.02122005760071397,0.27378237886470874,0.265,-0.008276019762528654,0.007890905323065361,0.16473953385994816,0.8116813848926523,0.198,-0.009271204251622738,-0.03175363504477391,0.07083543631504848,0.449,0.14210919794408794,-0.008745038735561568,0.20807909423101043,0.407,0.06784851863814444,-0.04700997567110068,0.07535205370578374,0.225,-0.023600844957708884,-0.05748237723538842,0.0734457312717479
15,extra_mouse_aged_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,44,-0.8303319161566012,0.306,-0.0013981773764493001,0.029629585270488114,0.07922791680310186,0.408,0.07997605140047812,0.002680356894161377,0.19745230993914556,0.365,0.09063746347173722,-0.019061785470735722,0.1638776208752912,0.303,-0.00825489202712272,0.012177749441893496,0.07957569328618813,-1.0906506519490131,0.306,-0.007936697208383567,-0.01585680737094386,0.06772923552547061,0.314,0.07308476170665494,-0.022577167939042124,0.07724131347125704,0.314,0.06378006334838943,-0.0026922393827950608,0.0031251607916845323,0.311,-0.01287440540361475,-0.008571540200837063,0.046233578914842095
16,random_mouse_seed_43_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.3,0.005,0.0001,44,0.7771692289920697,0.277,0.09005363803411913,-0.04483081885507926,0.14992778821419867,0.471,0.18239117525713863,-0.008718873963626058,0.3724855818317313,0.493,0.21352656743966839,-0.012272318510627742,0.34755937283993027,0.264,0.15689751455935874,-0.011259977193692813,0.14812873690319298,0.8179678391302534,0.222,0.060769573398076836,-0.06178484602947936,0.10018990979887885,0.442,0.12709983322911203,0.05617553957150998,0.19760610462290049,0.394,0.10314983369816118,0.03480768128157417,0.11239721515524612,0.25,0.12530199088463406,-0.05187314539274228,0.10553305439256158
17,extra_mouse_chem_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,43,0.671024050218695,0.319,-0.0013345700390886036,0.005890204523083829,0.06291879365764373,0.393,0.1052482786437602,0.025718842156888064,0.1985123545013727,0.38,0.102519609627791,0.03428509057555229,0.17109555723283967,0.323,-0.00937667166190822,0.005701615417315551,0.08854677739408635,0.8308326267944439,0.299,-0.004951450800647678,0.008812652382642755,0.08249967894440877,0.337,0.0853976947372313,-0.0036638482204404453,0.07226523558502616,0.324,0.055198352577861626,-0.017187466999154643,0.01991409554601061,0.334,-0.012419181482514545,0.009043736874334586,0.09112372834708092
18,embedding_top30_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,44,0.7605369420086598,0.293,-0.0075398541586629,-0.009002785350576309,0.062182607353623034,0.472,0.1661508372601569,-0.045712237516517824,0.3505394047266005,0.474,0.19254020575309108,0.037191047632925286,0.2951215514579501,0.273,0.008046694966743389,-0.05373253517707602,0.1226041914004657,0.7946188890111282,0.216,-0.017266100856207355,-0.06046410802157983,-0.008143201349244593,0.44,0.1128627981947274,0.02833512999048349,0.23920170080018896,0.393,0.10749052278352182,0.09623874905037334,0.1302727958080884,0.247,-0.0007068331632549226,-0.08053964572416177,0.06179946108882901
19,extra_human_chem_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.0001,42,0.7005174306013219,0.288,-0.003173103556044472,0.037881446351300425,0.15827899314211033,0.484,0.07015102594987938,0.10490546849034665,0.40021910091323337,0.478,0.10124976704248835,0.08535773773505179,0.34937420281935583,0.295,-0.009998380460093893,0.04829117098873151,0.1675681203964578,0.547772290788225,0.248,-0.007676550740914633,0.11847799864378078,-0.04110835656759517,0.441,0.10320371095994474,0.10844376104470067,0.16679291764365747,0.409,0.08172958346359582,0.08848739270091852,0.11958963995440441,0.247,-0.010405610646438714,0.07195215635016879,0.02114889123876569
20,extra_human_preT2D_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.0001,43,0.7048119888820644,0.305,0.13606713593697478,-0.0016601691305690705,0.2005628138403126,0.546,0.2406826115315319,-0.0321770986139971,0.45726857214095235,0.486,0.17080789843763067,-0.017411024390033517,0.2890923307880367,0.328,0.11530888924052309,-0.023943096030101148,0.25964645329405034,0.8763712097332004,0.235,0.11006030461974073,-0.046332553501312754,0.17041026471225162,0.455,0.11480047302207988,-0.04077429051205046,0.17766542818504755,0.394,0.10404496088670971,0.05988991209442399,0.16024076936008547,0.315,0.05776379606267,0.0013504639085344227,0.19618574802063862
21,random_mouse_seed_42_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,6,0.3,0.005,0.001,44,0.016581437635875607,0.264,0.09253909189684904,-0.02635349596002147,0.15215211068356785,0.479,0.19833451858887766,-0.06251421508867297,0.36854897650544177,0.484,0.2454144505475716,-0.02938922310528963,0.36232093892454875,0.253,0.10940942014042596,-0.034836960995658875,0.14785157553906392,0.22072313156853762,0.232,0.06951764203782362,-0.03157616417610629,0.08178691353187927,0.436,0.13429960654792353,-0.02426089025558491,0.24775296752810747,0.403,0.08848454113633447,-0.0378105722770447,0.08311880345764483,0.227,0.07788814496947748,-0.02129385531057742,0.06880491564499062
22,extra_human_neonatal_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,42,0.7525658406745981,0.329,-0.002519680772365273,0.0016091050214031475,0.13779330775481194,0.384,0.04473246568622406,0.001603194054770271,0.25354351572705724,0.362,0.10548968984198663,0.014083923706139019,0.19627758136417567,0.339,-0.008576009845193439,0.010664159159750015,0.13996642844071427,0.7557323417856832,0.216,-0.006330452336357015,-0.01575158409081083,0.08413506357056261,0.416,0.1136639118096261,0.02398986594457107,0.17168399463155493,0.39,0.08683301344515153,0.006563135301287849,0.06005442756160306,0.241,-0.015032744541292893,0.0036258089638420495,0.07747247083027453
23,embedding_top50_mouse_3000hvg.h5ad.h5ad,1000,512,0.0001,10,1500,8,0.4,0.005,0.001,44,0.5237139352254687,0.345,0.00015696459555630934,0.010731743031051155,0.14596070066230005,0.411,0.07522475165073747,-0.02312350251353505,0.23099797233310804,0.364,0.08609463752322805,-0.030783545662488282,0.17898129766458862,0.337,-0.009180400072362536,0.011958627229311262,0.1294514272723808,0.6889637691747338,0.325,-0.004813111902995563,0.0028403376645501008,0.10267595540843948,0.32,0.07727826889497551,0.003740166010574132,0.07541121949013549,0.319,0.057686804239163995,-0.002716080445790658,0.0017877717541968613,0.325,-0.007073333019557621,0.0227912185131182,0.09847364560818284
